Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,2580.550048828125,2606.85009765625,2573.14990234375,2590.25,2581.488525390625,2015270
2024-01-02,2585.0,2615.0,2573.0,2611.699951171875,2602.865966796875,3724400
2024-01-03,2610.0,2634.0,2577.199951171875,2583.300048828125,2574.56201171875,4518768
2024-01-04,2588.0,2609.85009765625,2579.10009765625,2596.64990234375,2587.86669921875,4806389
2024-01-05,2602.89990234375,2619.85009765625,2598.0,2607.699951171875,2598.87939453125,4043203
2024-01-08,2610.0,2631.949951171875,2568.949951171875,2587.35009765625,2578.598388671875,3867326
2024-01-09,2600.0,2606.800048828125,2577.199951171875,2580.5,2571.771484375,2701537
2024-01-10,2577.0,2659.0,2575.050048828125,2650.10009765625,2641.13623046875,5551370
2024-01-11,2659.0,2725.0,2657.0,2719.800048828125,2710.600341796875,11862926
2024-01-12,2719.800048828125,2746.64990234375,2691.5,2741.449951171875,2732.177001953125,7506082
2024-01-15,2750.0,2792.89990234375,2732.0,2788.25,2778.81884765625,4305297
2024-01-16,2779.949951171875,2792.60009765625,2741.0,2749.25,2739.95068359375,4534512
2024-01-17,2719.0,2772.550048828125,2710.050048828125,2723.14990234375,2713.938720703125,6098691
2024-01-18,2702.800048828125,2742.0,2702.5,2735.89990234375,2726.645751953125,5139719
2024-01-19,2752.0,2752.0,2718.0,2734.89990234375,2725.649169921875,5211352
2024-01-23,2743.5,2743.5,2645.10009765625,2657.14990234375,2648.162109375,10027710
2024-01-24,2670.449951171875,2699.0,2647.85009765625,2687.75,2678.65869140625,10959564
2024-01-25,2685.89990234375,2728.300048828125,2670.39990234375,2706.14990234375,2696.996337890625,5904436
2024-01-29,2729.0,2905.0,2720.35009765625,2896.10009765625,2886.303955078125,11946719
2024-01-30,2919.89990234375,2919.949951171875,2808.85009765625,2815.25,2805.727294921875,7046989
2024-01-31,2808.0,2868.5,2805.0,2853.25,2843.598876953125,7565113
2024-02-01,2870.0,2886.699951171875,2836.10009765625,2853.300048828125,2843.648681640625,6674681
2024-02-02,2866.35009765625,2949.800048828125,2866.35009765625,2915.39990234375,2905.53857421875,9826294
2024-02-05,2921.5,2941.0,2863.050048828125,2878.050048828125,2868.31494140625,4407216
2024-02-06,2883.699951171875,2883.699951171875,2839.64990234375,2855.60009765625,2845.94091796875,4523992
2024-02-07,2871.85009765625,2899.0,2858.5,2884.300048828125,2874.5439453125,4648284
2024-02-08,2900.0,2918.949951171875,2855.050048828125,2900.25,2890.43994140625,7347317
2024-02-09,2908.0,2943.949951171875,2901.89990234375,2921.5,2911.617919921875,6278399
